threeday_yrmo,threeday_yr,year,dayofyear,varvartemp1_C_0-10mAvg
3852,3852,2012,35,6.0
3853,3853,2012,38,6.0
3854,3854,2012,41,6.1
3855,3855,2012,44,6.2
3856,3856,2012,47,6.2
3857,3857,2012,50,6.3
3858,3858,2012,53,6.2
3859,3859,2012,56,6.3
3860,3860,2012,59,6.1
3861,3861,2012,62,6.1
3862,3862,2012,65,6.2
3863,3863,2012,68,6.1
3864,3864,2012,71,6.3
3865,3865,2012,74,6.5
3866,3866,2012,77,6.6
3867,3867,2012,80,6.5
3868,3868,2012,83,6.6
3869,3869,2012,86,6.8
3870,3870,2012,89,7.0
3871,3871,2012,92,7.0
3872,3872,2012,95,7.1
3873,3873,2012,98,7.4
3874,3874,2012,101,7.7
3875,3875,2012,104,7.9
3876,3876,2012,107,8.4
3877,3877,2012,110,8.3
3878,3878,2012,113,8.6
3879,3879,2012,116,8.9
3880,3880,2012,119,9.0
3881,3881,2012,122,9.3
3882,3882,2012,125,9.4
3883,3883,2012,128,9.7
3884,3884,2012,131,9.9
3885,3885,2012,134,10.3
3886,3886,2012,137,10.8
3887,3887,2012,140,10.5
3888,3888,2012,143,10.7
3889,3889,2012,146,10.9
3890,3890,2012,149,11.6
3891,3891,2012,152,11.6
3892,3892,2012,155,11.7
3893,3893,2012,158,11.6
3894,3894,2012,161,11.5
3895,3895,2012,164,12.1
3896,3896,2012,167,12.4
3897,3897,2012,170,12.4
3898,3898,2012,173,12.8
3899,3899,2012,176,13.1
3900,3900,2012,179,13.5
3901,3901,2012,182,13.4
3902,3902,2012,185,13.3
3903,3903,2012,188,13.4
3904,3904,2012,191,14.1
3905,3905,2012,194,14.8
3906,3906,2012,197,15.1
3907,3907,2012,200,15.4
3908,3908,2012,203,15.3
3909,3909,2012,206,14.8
3910,3910,2012,209,15.3
3911,3911,2012,212,15.4
3912,3912,2012,215,15.4
3913,3913,2012,218,15.4
3914,3914,2012,221,15.5
3915,3915,2012,224,15.6
3916,3916,2012,227,15.5
3917,3917,2012,230,15.2
3918,3918,2012,233,15.1
3919,3919,2012,236,14.9
3920,3920,2012,239,14.7
3921,3921,2012,242,14.3
3922,3922,2012,245,14.1
3923,3923,2012,248,13.9
3924,3924,2012,251,13.7
3925,3925,2012,254,13.7
3926,3926,2012,257,13.1
3927,3927,2012,260,12.9
3928,3928,2012,263,12.8
3929,3929,2012,266,12.8
3930,3930,2012,269,12.7
3931,3931,2012,272,12.5
3932,3932,2012,275,12.2
3933,3933,2012,278,11.4
3934,3934,2012,281,11.3
3935,3935,2012,284,11.4
3936,3936,2012,287,11.2
3937,3937,2012,290,10.8
3938,3938,2012,293,10.6
3939,3939,2012,296,10.2
3940,3940,2012,299,9.9
3941,3941,2012,302,9.6
3942,3942,2012,305,9.6
3943,3943,2012,308,9.6
3944,3944,2012,311,9.6
3945,3945,2012,314,9.3
3946,3946,2012,317,8.7
3947,3947,2012,320,8.6
3948,3948,2012,323,8.5
3949,3949,2012,326,8.4
3950,3950,2012,329,8.3
3951,3951,2012,332,8.0
3952,3952,2012,335,8.0
3953,3953,2012,338,8.0
3954,3954,2012,341,7.8
3955,3955,2012,344,7.5
3956,3956,2012,347,7.3
3957,3957,2012,350,7.1
3958,3958,2012,353,7.0
3959,3959,2012,356,7.0
3960,3960,2012,361,6.6
3961,3961,2013,2,6.3
3962,3962,2013,5,6.2
3963,3963,2013,8,6.3
3964,3964,2013,11,6.2
3965,3965,2013,14,5.9
3966,3966,2013,17,5.8
3967,3967,2013,20,5.7
3968,3968,2013,23,5.8
3969,3969,2013,26,6.0
3970,3970,2013,29,6.0
3971,3971,2013,32,6.1
3972,3972,2013,35,6.2
3973,3973,2013,38,6.5
3974,3974,2013,41,6.5
3975,3975,2013,44,6.5
3976,3976,2013,47,6.6
3977,3977,2013,50,6.6
3978,3978,2013,53,6.5
3979,3979,2013,56,6.7
3980,3980,2013,59,6.7
3981,3981,2013,62,6.8
3982,3982,2013,65,6.7
3983,3983,2013,68,6.8
3984,3984,2013,71,7.0
3985,3985,2013,74,7.1
3986,3986,2013,77,7.2
3987,3987,2013,80,7.2
3988,3988,2013,83,7.2
3989,3989,2013,86,7.4
3990,3990,2013,89,7.9
3991,3991,2013,92,8.3
3992,3992,2013,95,8.6
3993,3993,2013,98,8.5
3994,3994,2013,101,8.5
3995,3995,2013,104,8.4
3996,3996,2013,107,8.8
3997,3997,2013,110,8.9
3998,3998,2013,113,9.2
3999,3999,2013,116,9.7
4000,4000,2013,119,9.7
4001,4001,2013,122,9.6
4002,4002,2013,125,10.1
4003,4003,2013,128,10.9
4004,4004,2013,131,11.5
4005,4005,2013,134,11.4
4006,4006,2013,137,11.5
4007,4007,2013,140,11.7
4008,4008,2013,143,11.6
4009,4009,2013,146,12.0
4010,4010,2013,149,11.7
4011,4011,2013,152,11.7
4012,4012,2013,155,12.4
4013,4013,2013,158,12.8
4014,4014,2013,161,13.1
4015,4015,2013,164,13.2
4016,4016,2013,167,13.5
4017,4017,2013,170,13.9
4018,4018,2013,173,13.7
4019,4019,2013,176,13.7
4020,4020,2013,179,13.3
4021,4021,2013,182,14.0
4022,4022,2013,185,14.8
4023,4023,2013,188,14.8
4024,4024,2013,191,14.9
4025,4025,2013,194,14.9
4026,4026,2013,197,15.1
4027,4027,2013,200,15.3
4028,4028,2013,203,15.4
4029,4029,2013,206,15.6
4030,4030,2013,209,15.3
4031,4031,2013,212,15.5
4032,4032,2013,215,15.6
4033,4033,2013,218,15.7
4034,4034,2013,221,15.9
4035,4035,2013,224,16.0
4036,4036,2013,227,15.8
4037,4037,2013,230,15.5
4038,4038,2013,233,15.4
4039,4039,2013,236,15.1
4040,4040,2013,239,14.8
4041,4041,2013,242,14.6
4042,4042,2013,245,14.7
4043,4043,2013,248,14.8
4044,4044,2013,251,14.8
4045,4045,2013,254,14.8
4046,4046,2013,257,14.8
4047,4047,2013,260,14.5
4048,4048,2013,263,14.0
4049,4049,2013,266,13.3
4050,4050,2013,269,13.0
4051,4051,2013,272,12.5
4052,4052,2013,275,11.8
4053,4053,2013,278,11.8
4054,4054,2013,281,11.7
4055,4055,2013,284,11.5
4056,4056,2013,287,11.3
4057,4057,2013,290,11.1
4058,4058,2013,293,11.0
4059,4059,2013,296,10.9
4060,4060,2013,299,10.8
4061,4061,2013,302,10.5
4062,4062,2013,305,10.2
4063,4063,2013,308,9.8
4064,4064,2013,311,9.4
4065,4065,2013,314,9.3
4066,4066,2013,317,9.2
4067,4067,2013,320,9.1
4068,4068,2013,323,8.8
4069,4069,2013,326,8.3
4070,4070,2013,329,8.0
4071,4071,2013,332,7.9
4072,4072,2013,335,8.0
4073,4073,2013,338,7.7
4074,4074,2013,341,7.1
4075,4075,2013,344,6.4
4076,4076,2013,347,6.6
4077,4077,2013,350,6.9
4078,4078,2013,353,6.8
4079,4079,2013,356,6.6
4080,4080,2013,360,6.6
4081,4081,2014,2,6.7
4082,4082,2014,5,6.7
4083,4083,2014,8,6.5
4084,4084,2014,11,6.6
4085,4085,2014,14,6.7
4086,4086,2014,17,6.7
4087,4087,2014,20,6.6
4088,4088,2014,23,6.6
4089,4089,2014,26,6.6
4090,4090,2014,29,6.7
4091,4091,2014,32,6.7
4092,4092,2014,35,6.4
4093,4093,2014,38,5.8
4094,4094,2014,41,5.4
4095,4095,2014,44,6.0
4096,4096,2014,47,6.4
4097,4097,2014,50,6.5
4098,4098,2014,53,6.3
4099,4099,2014,56,6.1
4100,4100,2014,59,6.3
4101,4101,2014,62,6.4
4102,4102,2014,65,6.5
4103,4103,2014,68,6.8
4104,4104,2014,71,7.0
4105,4105,2014,74,7.2
4106,4106,2014,77,7.2
4107,4107,2014,80,7.3
4108,4108,2014,83,7.4
4109,4109,2014,86,7.6
4110,4110,2014,89,7.7
4111,4111,2014,92,8.0
4112,4112,2014,95,8.1
4113,4113,2014,98,8.3
4114,4114,2014,101,8.6
4115,4115,2014,104,8.9
4116,4116,2014,107,9.1
4117,4117,2014,110,9.0
4118,4118,2014,113,9.0
4119,4119,2014,116,9.3
4120,4120,2014,119,9.4
4121,4121,2014,122,9.9
4122,4122,2014,125,10.2
4123,4123,2014,128,10.8
4124,4124,2014,131,11.0
4125,4125,2014,134,11.5
4126,4126,2014,137,11.8
4127,4127,2014,140,12.2
4128,4128,2014,143,12.5
4129,4129,2014,146,12.4
4130,4130,2014,149,12.6
4131,4131,2014,152,13.0
4132,4132,2014,155,13.5
4133,4133,2014,158,13.8
4134,4134,2014,161,14.0
4135,4135,2014,164,14.0
4136,4136,2014,167,13.8
4137,4137,2014,170,13.9
4138,4138,2014,173,13.9
4139,4139,2014,176,14.1
4140,4140,2014,179,14.2
4141,4141,2014,182,14.4
4142,4142,2014,185,15.0
4143,4143,2014,188,15.0
4144,4144,2014,191,15.2
4145,4145,2014,194,15.1
4146,4146,2014,197,15.4
4147,4147,2014,200,15.5
4148,4148,2014,203,15.6
4149,4149,2014,206,15.2
4150,4150,2014,209,15.5
4151,4151,2014,212,15.9
4152,4152,2014,215,16.0
4153,4153,2014,218,16.1
4154,4154,2014,221,15.9
4155,4155,2014,224,15.8
4156,4156,2014,227,15.6
4157,4157,2014,230,15.6
4158,4158,2014,233,15.6
4159,4159,2014,236,15.6
4160,4160,2014,239,15.5
4161,4161,2014,242,15.4
4162,4162,2014,245,15.2
4163,4163,2014,248,14.8
4164,4164,2014,251,14.5
4165,4165,2014,254,14.3
4166,4166,2014,257,14.0
4167,4167,2014,260,14.0
4168,4168,2014,263,13.9
4169,4169,2014,266,13.8
4170,4170,2014,269,13.3
4171,4171,2014,272,13.3
4172,4172,2014,275,13.1
4173,4173,2014,278,12.8
4174,4174,2014,281,12.8
4175,4175,2014,284,12.5
4176,4176,2014,287,12.0
4177,4177,2014,290,11.7
4178,4178,2014,293,11.5
4179,4179,2014,296,11.3
4180,4180,2014,299,11.1
4181,4181,2014,302,10.8
4182,4182,2014,305,10.7
4183,4183,2014,308,10.6
4184,4184,2014,311,10.5
4185,4185,2014,314,10.3
4186,4186,2014,317,9.6
4187,4187,2014,320,9.0
4188,4188,2014,323,8.8
4189,4189,2014,326,8.9
4190,4190,2014,329,8.9
4191,4191,2014,332,8.8
4192,4192,2014,335,8.2
4193,4193,2014,338,7.8
4194,4194,2014,341,7.9
4195,4195,2014,344,8.3
4196,4196,2014,347,8.3
4197,4197,2014,350,8.0
4198,4198,2014,353,7.9
4199,4199,2014,356,8.0
4200,4200,2014,360,7.5
4201,4201,2015,2,6.9
4202,4202,2015,5,6.9
4203,4203,2015,8,7.0
4204,4204,2015,11,7.0
4205,4205,2015,14,7.0
4206,4206,2015,17,7.2
4207,4207,2015,20,7.2
4208,4208,2015,23,7.2
4209,4209,2015,26,7.4
4210,4210,2015,29,7.4
4211,4211,2015,32,7.4
4212,4212,2015,35,7.4
4213,4213,2015,38,7.7
4214,4214,2015,41,7.8
4215,4215,2015,44,7.8
4216,4216,2015,47,7.8
4217,4217,2015,50,7.9
4218,4218,2015,53,7.9
4219,4219,2015,56,7.9
4220,4220,2015,59,7.9
4221,4221,2015,62,7.9
4222,4222,2015,65,7.9
4223,4223,2015,68,8.2
4224,4224,2015,71,8.4
4225,4225,2015,74,8.5
4226,4226,2015,77,8.5
4227,4227,2015,80,8.6
4228,4228,2015,83,8.7
4229,4229,2015,86,8.8
4230,4230,2015,89,9.0
4231,4231,2015,92,9.1
4232,4232,2015,95,9.1
4233,4233,2015,98,9.3
4234,4234,2015,101,9.6
4235,4235,2015,104,9.4
4236,4236,2015,107,9.6
4237,4237,2015,110,10.0
4238,4238,2015,113,10.1
4239,4239,2015,116,10.1
4240,4240,2015,119,10.2
4241,4241,2015,122,10.5
4242,4242,2015,125,10.9
4243,4243,2015,128,11.2
4244,4244,2015,131,11.7
4245,4245,2015,134,12.1
4246,4246,2015,137,12.5
4247,4247,2015,140,12.9
4248,4248,2015,143,13.3
4249,4249,2015,146,13.7
4250,4250,2015,149,14.4
4251,4251,2015,152,14.6
4252,4252,2015,155,14.2
4253,4253,2015,158,14.6
4254,4254,2015,161,14.6
4255,4255,2015,164,14.0
4256,4256,2015,167,14.1
4257,4257,2015,170,14.4
4258,4258,2015,173,14.7
4259,4259,2015,176,15.2
4260,4260,2015,179,15.6
4261,4261,2015,182,15.4
4262,4262,2015,185,14.8
4263,4263,2015,188,15.1
4264,4264,2015,191,15.7
4265,4265,2015,194,15.3
4266,4266,2015,197,15.6
4267,4267,2015,200,15.5
4268,4268,2015,203,15.9
4269,4269,2015,206,16.0
4270,4270,2015,209,16.0
4271,4271,2015,212,16.1
4272,4272,2015,215,16.0
4273,4273,2015,218,15.6
4274,4274,2015,221,15.4
4275,4275,2015,224,15.3
4276,4276,2015,227,15.3
4277,4277,2015,230,15.3
4278,4278,2015,233,15.1
4279,4279,2015,236,15.1
4280,4280,2015,239,14.8
4281,4281,2015,242,14.2
4282,4282,2015,245,13.5
4283,4283,2015,248,13.6
4284,4284,2015,251,13.8
4285,4285,2015,254,14.0
4286,4286,2015,257,13.7
4287,4287,2015,260,13.5
4288,4288,2015,263,13.2
4289,4289,2015,266,13.0
4290,4290,2015,269,12.7
4291,4291,2015,272,12.5
4292,4292,2015,275,12.5
4293,4293,2015,278,12.4
4294,4294,2015,281,12.3
4295,4295,2015,284,11.9
4296,4296,2015,287,11.8
4297,4297,2015,290,11.7
4298,4298,2015,293,11.6
4299,4299,2015,296,11.4
4300,4300,2015,299,11.2
4301,4301,2015,302,11.0
4302,4302,2015,305,10.8
4303,4303,2015,308,10.5
4304,4304,2015,311,10.2
4305,4305,2015,314,10.0
4306,4306,2015,317,9.7
4307,4307,2015,320,9.4
4308,4308,2015,323,9.1
4309,4309,2015,326,8.7
4310,4310,2015,329,8.5
4311,4311,2015,332,8.2
4312,4312,2015,335,8.0
4313,4313,2015,338,8.2
4314,4314,2015,341,8.4
4315,4315,2015,344,8.3
4316,4316,2015,347,8.2
4317,4317,2015,350,7.8
4318,4318,2015,353,7.5
4319,4319,2015,356,7.5
4320,4320,2015,360,7.0
4321,4321,2016,2,6.5
4322,4322,2016,5,6.3
4323,4323,2016,8,6.4
4324,4324,2016,11,6.4
4325,4325,2016,14,6.6
4326,4326,2016,17,6.7
4327,4327,2016,20,6.9
4328,4328,2016,23,7.0
4329,4329,2016,26,7.0
4330,4330,2016,29,7.2
4331,4331,2016,32,7.0
4332,4332,2016,35,6.9
4333,4333,2016,38,7.0
4334,4334,2016,41,7.0
4335,4335,2016,44,7.2
4336,4336,2016,47,7.2
4337,4337,2016,50,7.3
4338,4338,2016,53,7.3
4339,4339,2016,56,7.3
4340,4340,2016,59,7.4
4341,4341,2016,62,7.6
4342,4342,2016,65,7.7
4343,4343,2016,68,7.9
4344,4344,2016,71,7.9
4345,4345,2016,74,7.8
4346,4346,2016,77,7.8
4347,4347,2016,80,7.9
4348,4348,2016,83,8.1
4349,4349,2016,86,8.2
4350,4350,2016,89,8.5
4351,4351,2016,92,8.9
4352,4352,2016,95,9.4
4353,4353,2016,98,9.4
4354,4354,2016,101,9.7
4355,4355,2016,104,9.8
4356,4356,2016,107,9.8
4357,4357,2016,110,10.1
4358,4358,2016,113,10.7
4359,4359,2016,116,10.7
4360,4360,2016,119,10.7
4361,4361,2016,122,11.0
4362,4362,2016,125,11.5
4363,4363,2016,128,11.3
4364,4364,2016,131,11.1
4365,4365,2016,134,11.8
4366,4366,2016,137,12.3
4367,4367,2016,140,12.6
4368,4368,2016,143,12.6
4369,4369,2016,146,13.0
4370,4370,2016,149,13.1
4371,4371,2016,152,13.2
4372,4372,2016,155,13.4
4373,4373,2016,158,13.8
4374,4374,2016,161,14.0
4375,4375,2016,164,13.9
4376,4376,2016,167,13.9
4377,4377,2016,170,14.1
4378,4378,2016,173,14.1
4379,4379,2016,176,14.2
4380,4380,2016,179,14.6
4381,4381,2016,182,15.2
4382,4382,2016,185,15.1
4383,4383,2016,188,15.0
4384,4384,2016,191,14.4
4385,4385,2016,194,14.8
4386,4386,2016,197,15.3
4387,4387,2016,200,15.6
4388,4388,2016,203,15.7
4389,4389,2016,206,15.8
4390,4390,2016,209,16.1
4391,4391,2016,212,15.7
4392,4392,2016,215,15.1
4393,4393,2016,218,15.1
4394,4394,2016,221,15.3
4395,4395,2016,224,15.5
4396,4396,2016,227,15.7
4397,4397,2016,230,15.4
4398,4398,2016,233,14.9
4399,4399,2016,236,14.6
4400,4400,2016,239,14.8
4401,4401,2016,242,14.6
4402,4402,2016,245,14.3
4403,4403,2016,248,14.1
4404,4404,2016,251,14.1
4405,4405,2016,254,14.2
4406,4406,2016,257,13.9
4407,4407,2016,260,13.7
4408,4408,2016,263,13.3
4409,4409,2016,266,13.2
4410,4410,2016,269,12.8
4411,4411,2016,272,12.7
4412,4412,2016,275,12.4
4413,4413,2016,278,12.1
4414,4414,2016,281,11.8
4415,4415,2016,284,11.5
4416,4416,2016,287,11.3
4417,4417,2016,290,10.9
4418,4418,2016,293,10.7
4419,4419,2016,296,10.6
4420,4420,2016,299,10.5
4421,4421,2016,302,10.4
4422,4422,2016,305,10.3
4423,4423,2016,308,10.2
4424,4424,2016,311,10.0
4425,4425,2016,314,10.0
4426,4426,2016,317,10.0
4427,4427,2016,320,9.9
4428,4428,2016,323,9.6
4429,4429,2016,326,9.4
4430,4430,2016,329,9.2
4431,4431,2016,332,8.9
4432,4432,2016,335,8.6
4433,4433,2016,338,8.5
4434,4434,2016,341,8.1
4435,4435,2016,344,7.4
4436,4436,2016,347,7.2
4437,4437,2016,350,6.9
4438,4438,2016,353,6.5
4439,4439,2016,356,6.8
4440,4440,2016,361,6.6
4441,4441,2017,2,6.3
4442,4442,2017,5,5.7
4443,4443,2017,8,5.7
4444,4444,2017,11,5.7
4445,4445,2017,14,5.4
4446,4446,2017,17,5.7
4447,4447,2017,20,6.3
4448,4448,2017,23,6.3
4449,4449,2017,26,6.1
4450,4450,2017,29,6.2
4451,4451,2017,32,6.1
4452,4452,2017,35,5.7
4453,4453,2017,38,5.6
4454,4454,2017,41,5.5
4455,4455,2017,44,5.7
4456,4456,2017,47,6.1
4457,4457,2017,50,6.2
4458,4458,2017,53,6.2
4459,4459,2017,56,6.2
4460,4460,2017,59,6.2
4461,4461,2017,62,6.4
4462,4462,2017,65,6.3
4463,4463,2017,68,6.3
4464,4464,2017,71,6.5
4465,4465,2017,74,6.8
4466,4466,2017,77,6.9
4467,4467,2017,80,6.8
4468,4468,2017,83,7.0
4469,4469,2017,86,7.2
4470,4470,2017,89,7.3
4471,4471,2017,92,7.5
4472,4472,2017,95,7.7
4473,4473,2017,98,7.8
4474,4474,2017,101,7.9
4475,4475,2017,104,8.1
4476,4476,2017,107,8.4
4477,4477,2017,110,8.6
4478,4478,2017,113,9.0
4479,4479,2017,116,9.2
4480,4480,2017,119,9.4
4481,4481,2017,122,9.4
4482,4482,2017,125,9.7
4483,4483,2017,128,10.1
4484,4484,2017,131,10.4
4485,4485,2017,134,10.5
4486,4486,2017,137,10.5
4487,4487,2017,140,10.9
4488,4488,2017,143,11.6
4489,4489,2017,146,11.5
4490,4490,2017,149,12.3
4491,4491,2017,152,12.7
4492,4492,2017,155,12.8
4493,4493,2017,158,13.3
4494,4494,2017,161,13.3
4495,4495,2017,164,13.7
4496,4496,2017,167,13.2
4497,4497,2017,170,13.2
4498,4498,2017,173,13.6
4499,4499,2017,176,13.7
4500,4500,2017,179,13.9
4501,4501,2017,182,14.5
4502,4502,2017,185,14.9
4503,4503,2017,188,15.2
4504,4504,2017,191,15.4
4505,4505,2017,194,15.4
4506,4506,2017,197,15.6
4507,4507,2017,200,15.7
4508,4508,2017,203,15.4
4509,4509,2017,206,15.1
4510,4510,2017,209,15.1
4511,4511,2017,212,15.5
4512,4512,2017,215,15.4
4513,4513,2017,218,15.3
4514,4514,2017,221,15.3
4515,4515,2017,224,15.5
4516,4516,2017,227,15.3
4517,4517,2017,230,15.2
4518,4518,2017,233,15.0
4519,4519,2017,236,14.9
4520,4520,2017,239,14.8
4521,4521,2017,242,14.9
4522,4522,2017,245,15.0
4523,4523,2017,248,14.9
4524,4524,2017,251,14.8
4525,4525,2017,254,14.2
4526,4526,2017,257,13.9
4527,4527,2017,260,13.6
4528,4528,2017,263,12.9
4529,4529,2017,266,12.8
4530,4530,2017,269,12.8
4531,4531,2017,272,12.9
4532,4532,2017,275,12.7
4533,4533,2017,278,12.2
4534,4534,2017,281,11.8
4535,4535,2017,284,11.5
4536,4536,2017,287,11.1
4537,4537,2017,290,10.8
4538,4538,2017,293,10.3
4539,4539,2017,296,10.1
4540,4540,2017,299,10.2
4541,4541,2017,302,10.2
4542,4542,2017,305,10.0
4543,4543,2017,308,9.5
4544,4544,2017,311,8.8
4545,4545,2017,314,8.6
4546,4546,2017,317,8.7
4547,4547,2017,320,8.7
4548,4548,2017,323,8.6
4549,4549,2017,326,8.4
4550,4550,2017,329,8.4
4551,4551,2017,332,8.3
4552,4552,2017,335,8.2
4553,4553,2017,338,7.9
4554,4554,2017,341,7.6
4555,4555,2017,344,7.4
4556,4556,2017,347,7.3
4557,4557,2017,350,7.2
4558,4558,2017,353,7.2
4559,4559,2017,356,6.9
4560,4560,2017,360,6.3
4561,4561,2018,2,6.2
4562,4562,2018,5,6.4
4563,4563,2018,8,6.6
4564,4564,2018,11,6.7
4565,4565,2018,14,6.6
4566,4566,2018,17,6.8
4567,4567,2018,20,7.1
4568,4568,2018,23,7.1
4569,4569,2018,26,7.0
4570,4570,2018,29,6.8
4571,4571,2018,32,6.8
4572,4572,2018,35,6.8
4573,4573,2018,38,6.9
4574,4574,2018,41,6.9
4575,4575,2018,44,6.6
4576,4576,2018,47,6.5
4577,4577,2018,50,6.4
4578,4578,2018,53,6.0
4579,4579,2018,56,5.9
4580,4580,2018,59,6.1
4581,4581,2018,62,6.3
4582,4582,2018,65,6.4
4583,4583,2018,68,6.5
4584,4584,2018,71,6.7
4585,4585,2018,74,6.9
4586,4586,2018,77,7.2
4587,4587,2018,80,7.5
4588,4588,2018,83,7.5
4589,4589,2018,86,7.5
4590,4590,2018,89,7.6
4591,4591,2018,92,7.8
4592,4592,2018,95,7.8
4593,4593,2018,98,8.0
4594,4594,2018,101,8.3
4595,4595,2018,104,8.3
4596,4596,2018,107,8.5
4597,4597,2018,110,8.8
4598,4598,2018,113,9.1
4599,4599,2018,116,9.5
4600,4600,2018,119,9.9
4601,4601,2018,122,10.1
4602,4602,2018,125,10.6
4603,4603,2018,128,11.2
4604,4604,2018,131,11.6
4605,4605,2018,134,12.0
4606,4606,2018,137,12.5
4607,4607,2018,140,12.8
4608,4608,2018,143,13.1
4609,4609,2018,146,13.6
4610,4610,2018,149,13.7
4611,4611,2018,152,13.5
4612,4612,2018,155,13.2
4613,4613,2018,158,13.0
4614,4614,2018,161,12.9
4615,4615,2018,164,13.3
4616,4616,2018,167,13.5
4617,4617,2018,170,13.9
4618,4618,2018,173,14.5
4619,4619,2018,176,14.7
4620,4620,2018,179,14.6
4621,4621,2018,182,14.3
4622,4622,2018,185,14.3
4623,4623,2018,188,14.8
4624,4624,2018,191,14.8
4625,4625,2018,194,14.7
4626,4626,2018,197,14.4
4627,4627,2018,200,14.8
4628,4628,2018,203,15.0
4629,4629,2018,206,15.3
4630,4630,2018,209,15.6
4631,4631,2018,212,15.9
4632,4632,2018,215,16.1
4633,4633,2018,218,16.2
4634,4634,2018,221,16.4
4635,4635,2018,224,16.1
4636,4636,2018,227,16.1
4637,4637,2018,230,16.0
4638,4638,2018,233,15.9
4639,4639,2018,236,15.4
4640,4640,2018,239,15.0
4641,4641,2018,242,14.9
4642,4642,2018,245,14.8
4643,4643,2018,248,14.5
4644,4644,2018,251,14.2
4645,4645,2018,254,13.4
4646,4646,2018,257,13.4
4647,4647,2018,260,13.1
4648,4648,2018,263,13.2
4649,4649,2018,266,12.8
4650,4650,2018,269,12.8
4651,4651,2018,272,12.7
4652,4652,2018,275,12.5
4653,4653,2018,278,12.0
4654,4654,2018,281,11.6
4655,4655,2018,284,11.5
4656,4656,2018,287,11.3
4657,4657,2018,290,11.2
4658,4658,2018,293,11.1
4659,4659,2018,296,10.9
4660,4660,2018,299,10.7
4661,4661,2018,302,10.4
4662,4662,2018,305,10.3
4663,4663,2018,308,10.3
4664,4664,2018,311,10.1
4665,4665,2018,314,9.7
4666,4666,2018,317,9.4
4667,4667,2018,320,9.3
4668,4668,2018,323,9.0
4669,4669,2018,326,8.9
4670,4670,2018,329,8.7
4671,4671,2018,332,8.8
4672,4672,2018,335,8.6
4673,4673,2018,338,8.2
4674,4674,2018,341,7.8
4675,4675,2018,344,7.7
4676,4676,2018,347,7.9
4677,4677,2018,350,7.9
4678,4678,2018,353,7.9
4679,4679,2018,356,7.6
4680,4680,2018,360,7.3
